STATION,STATION_NAME,CITY_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,Date_Year,Date_Month,Cooling degree days,Heating degree days,Number days with maximum temperature greater than or equal 90.0 F,Number days with maximum temperature less than or equal to 32.0 F,Number days with minimum temperature less than or equal to 0.0 F,Number days with minimum temperature less than or equal to 32.0 F,Number of days with greater than or equal to 0.1 inch of precipitation,Number of days with greater than or equal to 0.5 inch of precipitation,Number of days with greater than or equal to 1.0 inch of precipitation,Extreme maximum daily precipitation,Maximum snow depth,Number days with snow depth > 1 inc,Total precipitation,Total snow fall,Extreme maximum daily temperature,Extreme minimum daily temperature,Monthly Mean maximum temperature,Monthly Mean minimum temperature,Monthly mean temperature
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,200905,2009,05,12,180,0,0,0,0,6,2,1,102,0,0,289,0,83,36,699,490,595
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,200906,2009,06,128,37,2,0,0,0,7,3,1,259,0,0,527,0,92,45,773,582,678
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,200907,2009,07,131,5,0,0,0,0,6,1,1,104,0,0,256,0,86,52,784,594,689
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,200908,2009,08,214,14,2,0,0,0,5,1,1,136,0,0,276,0,94,49,801,622,712
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,200909,2009,09,92,54,0,0,0,0,3,1,0,50,0,0,146,0,85,42,755,566,661
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,200910,2009,10,0,457,0,0,0,1,6,3,0,88,0,0,323,0,74,29,585,415,500
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,200911,2009,11,0,584,0,0,0,8,3,0,0,17,0,0,62,0,68,28,527,379,453
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,200912,2009,12,0,1099,0,11,0,28,6,3,0,97,2,11,290,78,48,13,352,233,293
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201001,2010,01,0,1230,0,20,0,28,2,0,0,34,5,13,76,89,46,3,302,199,251
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201002,2010,02,0,1034,0,16,0,28,6,1,0,52,10,19,190,270,44,10,329,228,279
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201003,2010,03,0,694,0,0,0,14,5,0,0,28,5,4,107,0,69,22,525,323,424
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201004,2010,04,8,325,0,0,0,1,5,1,0,92,0,0,226,0,84,30,658,427,543
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201005,2010,05,98,162,0,0,0,0,10,5,1,117,0,0,531,0,88,33,720,534,627
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201006,2010,06,212,13,0,0,0,0,9,3,2,163,0,0,542,0,89,50,799,629,714
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201007,2010,07,369,0,10,0,0,0,10,4,2,169,0,0,596,0,94,53,862,670,766
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201008,2010,08,327,0,5,0,0,0,2,0,0,30,0,0,59,0,92,52,845,660,753
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201009,2010,09,84,91,2,0,0,0,5,2,1,139,0,0,332,0,92,46,737,553,645
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201010,2010,10,5,309,0,0,0,0,4,0,0,37,0,0,107,0,83,34,648,451,550
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201011,2010,11,0,685,0,0,0,15,6,4,0,84,0,0,334,0,63,23,515,325,420
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201012,2010,12,0,1212,0,22,0,30,1,1,0,94,6,20,128,93,52,6,306,207,257
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201101,2011,01,0,1330,0,27,0,31,4,0,0,46,7,7,153,179,53,2,277,160,219
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201102,2011,02,0,1120,0,18,2,26,9,3,0,96,16,6,360,317,54,-5,321,174,248
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201103,2011,03,0,921,0,1,0,24,8,3,1,100,5,2,361,86,68,16,434,267,351
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201104,2011,04,0,521,0,0,0,6,12,4,0,80,0,1,561,16,83,29,563,383,473
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201105,2011,05,63,189,1,0,0,0,9,3,1,167,0,0,538,0,92,36,698,516,607
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201106,2011,06,186,13,3,0,0,0,3,0,0,38,0,0,94,0,96,54,804,607,706
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201107,2011,07,451,0,14,0,0,0,8,6,3,216,0,0,766,0,100,58,893,693,793
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201108,2011,08,260,0,2,0,0,0,6,0,0,45,0,0,216,0,92,55,826,637,732
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201109,2011,09,94,106,3,0,0,0,12,6,1,181,0,0,628,0,98,42,725,563,644
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201110,2011,10,6,326,0,0,0,1,4,1,1,119,0,0,214,0,80,31,631,456,544
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201111,2011,11,0,547,0,0,0,3,7,4,2,191,1,0,600,6,69,24,549,382,466
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201112,2011,12,0,903,0,3,0,21,7,2,0,62,3,1,279,57,57,17,415,296,356
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201201,2012,01,0,1056,0,10,0,28,7,1,1,128,3,4,300,93,56,4,378,236,307
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201202,2012,02,0,930,0,3,0,26,5,1,0,70,5,5,191,102,50,11,393,259,326
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201203,2012,03,17,454,0,0,0,10,5,3,1,128,0,0,295,2,86,21,610,404,507
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201204,2012,04,3,463,0,0,0,3,4,2,0,76,0,0,215,0,79,30,600,387,494
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201205,2012,05,97,79,2,0,0,0,5,0,0,46,0,0,172,0,95,41,764,542,653
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201206,2012,06,244,19,9,0,0,0,3,1,0,68,0,0,131,0,99,49,840,606,723
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201207,2012,07,443,0,13,0,0,0,5,2,2,176,0,0,367,0,102,59,896,684,790
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201208,2012,08,254,1,6,0,0,0,5,3,0,64,0,0,225,0,95,52,834,625,730
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201209,2012,09,90,112,0,0,0,0,5,1,0,95,0,0,247,0,89,37,744,537,641
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201210,2012,10,8,380,0,0,0,2,10,1,0,62,0,0,231,0,78,31,613,441,527
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201211,2012,11,0,733,0,0,0,20,2,1,0,52,0,0,72,4,69,23,488,319,404
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201212,2012,12,0,893,0,5,0,18,7,1,0,83,6,3,264,106,63,13,420,298,359
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201301,2013,01,0,1116,0,12,1,24,7,3,0,85,6,4,345,100,62,-1,366,208,287
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201302,2013,02,0,1050,0,12,0,26,6,1,1,119,6,8,283,235,46,5,334,210,272
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201303,2013,03,0,933,0,4,0,27,3,0,0,28,2,1,74,31,65,16,424,269,346
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201304,2013,04,0,551,0,0,0,9,11,3,1,149,0,0,529,1,80,24,558,371,464
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201305,2013,05,103,137,0,0,0,1,6,2,0,70,0,0,254,0,89,30,753,520,636
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201306,2013,06,170,23,0,0,0,0,9,5,2,149,0,0,601,0,89,46,785,608,697
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201307,2013,07,293,4,5,0,0,0,10,2,1,149,0,0,413,0,95,52,825,656,740
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201308,2013,08,227,8,0,0,0,0,4,3,2,246,0,0,598,0,89,51,809,629,719
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201309,2013,09,78,98,2,0,0,0,3,1,0,75,0,0,120,0,93,42,737,545,641
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201310,2013,10,20,375,0,0,0,6,5,1,1,159,0,0,348,0,80,29,624,443,533
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201311,2013,11,0,817,0,5,0,16,5,1,0,99,0,0,182,12,64,14,446,304,375
COOP:202103,DETROIT METROPOLITAN AIRPORT MI US,"Detroit, MI",192.3,42.2313,-83.3308,201312,2013,12,0,1177,0,18,0,28,4,1,0,88,8,5,242,155,59,5,329,207,268
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,200801,2008,01,200,27,0,0,0,0,3,1,0,66,-9999,-9999,125,-9999,84,39,778,628,703
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,200802,2008,02,283,5,0,0,0,0,6,2,2,133,-9999,-9999,411,-9999,89,50,816,670,743
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,200803,2008,03,303,3,2,0,0,0,6,6,2,140,-9999,-9999,524,-9999,91,52,817,673,745
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,200804,2008,04,362,1,1,0,0,0,5,2,2,163,-9999,-9999,378,-9999,90,56,836,700,768
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,200805,2008,05,514,0,13,0,0,0,5,2,0,64,-9999,-9999,171,-9999,96,67,887,740,814
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,200806,2008,06,555,0,19,0,0,0,13,5,3,304,-9999,-9999,963,-9999,92,71,896,770,833
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,200807,2008,07,561,0,23,0,0,0,12,5,2,286,-9999,-9999,893,-9999,92,71,898,760,829
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,200808,2008,08,591,0,25,0,0,0,14,5,3,306,-9999,-9999,999,-9999,93,73,908,770,839
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,200809,2008,09,562,0,16,0,0,0,11,6,2,284,-9999,-9999,787,-9999,91,73,889,780,835
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,200810,2008,10,418,1,1,0,0,0,9,5,2,186,-9999,-9999,651,-9999,90,55,841,724,783
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,200811,2008,11,213,3,0,0,0,0,4,0,0,41,-9999,-9999,97,-9999,88,52,796,639,718
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,200812,2008,12,221,6,0,0,0,0,0,0,0,9,-9999,-9999,28,-9999,82,51,786,647,717
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,200901,2009,01,128,40,0,0,0,0,1,0,0,26,-9999,-9999,34,-9999,86,42,765,586,676
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,200902,2009,02,128,36,0,0,0,0,1,0,0,11,-9999,-9999,12,-9999,85,38,764,597,681
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,200903,2009,03,259,14,0,0,0,0,2,1,1,141,-9999,-9999,178,-9999,88,47,798,656,727
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,200904,2009,04,368,1,4,0,0,0,3,0,0,41,-9999,-9999,117,-9999,92,54,844,696,770
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,200905,2009,05,489,0,5,0,0,0,10,6,3,224,-9999,-9999,753,-9999,92,69,875,736,806
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,200906,2009,06,563,0,18,0,0,0,12,7,6,201,-9999,-9999,1164,-9999,98,71,909,760,835
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,200907,2009,07,626,0,29,0,0,0,8,5,1,129,-9999,-9999,617,-9999,95,74,920,779,850
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,200908,2009,08,638,0,29,0,0,0,13,4,2,202,-9999,-9999,791,-9999,94,74,916,792,854
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,200909,2009,09,574,0,22,0,0,0,14,3,2,155,-9999,-9999,683,-9999,94,75,901,777,839
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,200910,2009,10,543,0,14,0,0,0,5,2,1,121,-9999,-9999,262,-9999,94,59,886,762,824
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,200911,2009,11,331,2,0,0,0,0,2,1,1,237,-9999,-9999,297,-9999,89,52,827,688,758
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,200912,2009,12,270,16,0,0,0,0,5,1,1,202,-9999,-9999,301,-9999,89,49,797,663,730
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,201001,2010,01,127,149,0,0,0,0,3,0,0,44,-9999,-9999,89,-9999,86,35,724,557,641
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,201002,2010,02,82,86,0,0,0,0,6,2,1,290,-9999,-9999,469,-9999,83,45,730,563,647
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,201003,2010,03,127,34,0,0,0,0,6,2,1,120,-9999,-9999,281,-9999,86,44,761,593,677
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,201004,2010,04,349,0,0,0,0,0,5,5,4,280,-9999,-9999,895,-9999,89,60,828,699,764
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,201005,2010,05,546,0,9,0,0,0,3,1,1,253,-9999,-9999,342,-9999,95,72,885,764,825
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,201006,2010,06,625,0,29,0,0,0,11,3,2,317,-9999,-9999,720,-9999,95,72,923,787,855
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,201007,2010,07,625,0,24,0,0,0,11,4,3,150,-9999,-9999,736,-9999,95,72,912,786,849
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,201008,2010,08,630,0,27,0,0,0,11,7,4,160,-9999,-9999,875,-9999,96,72,916,785,851
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,201009,2010,09,560,0,13,0,0,0,18,11,4,506,-9999,-9999,1589,-9999,95,74,894,775,835
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,201010,2010,10,458,0,1,0,0,0,3,1,0,70,-9999,-9999,158,-9999,90,67,860,731,796
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.79056,-80.31639,201011,2010,11,278,5,0,0,0,0,3,2,1,114,-9999,-9999,235,-9999,85,53,806,670,738
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201012,2010,12,41,144,0,0,0,0,2,1,0,77,-9999,-9999,121,-9999,85,36,711,517,614
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201101,2011,01,119,48,0,0,0,0,7,2,1,106,-9999,0,254,0,85,44,758,584,671
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201102,2011,02,215,8,0,0,0,0,1,0,0,15,-9999,0,23,0,87,52,798,643,721
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201103,2011,03,286,3,1,0,0,0,3,1,0,78,-9999,0,112,0,91,53,821,658,740
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201104,2011,04,458,0,3,0,0,0,6,3,2,258,-9999,0,536,0,92,67,872,729,801
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201105,2011,05,519,0,12,0,0,0,2,1,1,171,-9999,0,215,0,93,67,886,745,816
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201106,2011,06,581,0,23,0,0,0,9,4,4,319,-9999,0,1222,0,97,72,912,771,842
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201107,2011,07,620,0,27,0,0,0,12,5,1,108,-9999,0,571,0,97,74,912,782,847
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201108,2011,08,617,0,27,0,0,0,16,9,3,241,-9999,0,1108,0,95,74,917,775,846
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201109,2011,09,571,0,22,0,0,0,9,5,2,141,-9999,0,499,0,94,73,905,771,838
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201110,2011,10,428,0,3,0,0,0,12,8,5,314,-9999,0,1552,0,91,63,844,727,786
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201111,2011,11,317,0,0,0,0,0,3,1,1,111,-9999,0,180,0,85,56,814,691,753
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201112,2011,12,261,0,0,0,0,0,4,1,0,50,-9999,0,104,0,82,55,795,669,732
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201201,2012,01,158,40,0,0,0,0,1,0,0,20,-9999,0,21,0,85,43,764,607,686
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201202,2012,02,251,15,0,0,0,0,4,3,1,171,-9999,0,338,0,87,48,796,661,729
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201203,2012,03,327,0,0,0,0,0,4,3,2,229,-9999,0,497,0,86,54,817,688,753
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201204,2012,04,336,0,0,0,0,0,8,4,3,288,-9999,0,785,0,89,60,828,689,759
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201205,2012,05,469,0,4,0,0,0,10,6,2,969,-9999,0,1467,0,93,70,863,734,799
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201206,2012,06,533,0,14,0,0,0,11,7,5,275,-9999,0,1256,0,94,71,887,765,826
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201207,2012,07,577,0,21,0,0,0,9,8,4,231,-9999,0,892,0,93,71,899,768,834
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201208,2012,08,592,0,23,0,0,0,16,10,6,335,-9999,0,1592,0,92,73,899,777,838
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201209,2012,09,540,0,8,0,0,0,10,6,4,370,-9999,0,1103,0,92,73,887,767,827
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201210,2012,10,456,0,4,0,0,0,11,3,2,177,-9999,0,642,0,91,56,855,734,795
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201211,2012,11,201,1,0,0,0,0,2,0,0,25,-9999,0,50,0,83,55,790,639,715
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201212,2012,12,239,15,0,0,0,0,1,0,0,12,-9999,0,51,0,85,48,793,645,719
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201301,2013,01,269,4,0,0,0,0,3,0,0,21,-9999,0,54,0,83,56,797,667,732
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201302,2013,02,210,16,0,0,0,0,3,1,1,131,-9999,0,185,0,87,47,792,643,717
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201303,2013,03,133,34,1,0,0,0,2,1,0,57,-9999,0,81,0,90,45,767,592,680
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201304,2013,04,395,0,1,0,0,0,5,3,2,233,0,0,514,0,90,61,842,717,780
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201305,2013,05,438,0,3,0,0,0,9,6,5,429,0,0,1103,0,94,64,860,717,789
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201306,2013,06,548,0,14,0,0,0,9,5,2,129,0,0,618,0,92,74,889,771,830
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201307,2013,07,551,0,9,0,0,0,15,7,4,320,0,0,1270,0,94,72,886,763,824
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201308,2013,08,593,0,24,0,0,0,11,2,0,87,0,0,443,0,93,72,898,779,839
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201309,2013,09,541,0,16,0,0,0,14,7,5,152,0,0,1047,0,92,73,893,764,828
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201310,2013,10,492,0,3,0,0,0,5,2,1,553,0,0,687,0,91,70,868,744,806
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201311,2013,11,371,2,0,0,0,0,12,4,3,113,0,0,573,0,89,52,829,712,771
COOP:085663,MIAMI INTERNATIONAL AIRPORT FL US,"Miami, FL",8.8,25.7905,-80.3163,201312,2013,12,318,0,0,0,0,0,5,1,1,375,0,0,467,0,86,60,810,691,751
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,"Los Angeles, CA",29.6,33.93806,-118.38889,200801,2008,01,2,276,0,0,0,0,8,5,0,95,-9999,-9999,467,-9999,75,43,630,488,559
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,"Los Angeles, CA",29.6,33.93806,-118.38889,200802,2008,02,5,236,0,0,0,0,6,2,0,75,-9999,-9999,217,-9999,82,43,644,491,568
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,"Los Angeles, CA",29.6,33.93806,-118.38889,200803,2008,03,14,157,0,0,0,0,0,0,0,2,-9999,-9999,3,-9999,84,46,680,522,601
COOP:045114,LOS ANGELES INTERNATIONAL AIRPORT CA US,"Los Angeles, CA",29.6,33.93806,-118.38889,200804,2008,04,76,137,4,0,0,0,0,0,0,3,-9999,-9999,3,-9999,96,49,704,549,627
